kernel,output_mode,index_dtype,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,sparse,-,4096,256,8,softmax,0,float32,forward,0.012859200239181518,0.08494367599487304,6.605673324539479,1060.0572155697016,160.47678464989858
topk,sparse,-,4096,256,8,softmax,0,float32,backward_raw,0.004930239915847778,0.050901761054992674,10.324398391115592,2764.8731568179683,267.79992906872053
topk,sparse,-,4096,384,6,softmax,0,float32,forward,0.013193600177764893,0.12877056121826172,9.760077574222546,1549.7841168826394,158.788094161853
topk,sparse,-,4096,384,6,softmax,0,float32,backward_raw,0.005606080293655395,0.05167744159698486,9.218105858289276,3647.3312776381167,395.67036153726696
topk,sparse,-,4096,512,10,softmax,0,float32,forward,0.03332832098007202,0.15090399742126465,4.527800770746735,818.0122849963349,180.66437248771143
topk,sparse,-,4096,512,10,softmax,0,float32,backward_raw,0.0067363202571868895,0.05172383785247803,7.678351960373998,4047.161500511128,527.087260573296
topk,sparse,-,4096,512,22,softmax,0,float32,forward,0.032146239280700685,0.1518659210205078,4.724220450623038,848.0922375379566,179.52003857612294
topk,sparse,-,4096,512,22,softmax,0,float32,backward_raw,0.006721919775009156,0.052221121788024905,7.7687808745015525,4055.831802896348,522.0679883259769
topk,sparse,-,4096,896,16,softmax,0,float32,forward,0.060631361007690426,0.17448095321655274,2.8777343987779154,786.8899395800877,273.4407803285305
topk,sparse,-,4096,896,16,softmax,0,float32,backward_raw,0.00794272005558014,0.07001215934753419,8.814632626809917,6006.784535542242,681.4560277047125
topk,sparse,-,4096,2304,16,softmax,0,float32,forward,0.14915231704711915,0.25481792449951174,1.7084409383932766,822.5376207950073,481.455110510623
topk,sparse,-,4096,2304,16,softmax,0,float32,backward_raw,0.03424704074859619,0.1727052879333496,5.042925875002175,3582.3063633615952,710.3626847103022
topk,sparse,-,4096,2304,36,softmax,0,float32,forward,0.15280575752258302,0.2773356819152832,1.8149557085523822,802.8715278079018,442.36425386285384
topk,sparse,-,4096,2304,36,softmax,0,float32,backward_raw,0.03420736074447632,0.17315008163452147,5.061778455459506,3586.461782784878,708.537881367884
topk,sparse,-,16384,256,8,softmax,0,float32,forward,0.033886399269104,0.2507139205932617,7.398659226147131,1609.0807278457041,217.48274635479282
topk,sparse,-,16384,256,8,softmax,0,float32,backward_raw,0.01150879979133606,0.0804851245880127,6.9933551758023205,4737.7617986758,677.4662060735753
topk,sparse,-,16384,384,6,softmax,0,float32,forward,0.033911359310150144,0.42450241088867186,12.518000443633422,2411.8445754994978,192.67011423746567
topk,sparse,-,16384,384,6,softmax,0,float32,backward_raw,0.014373120069503784,0.1140931224822998,7.937950975889867,5690.408735507326,716.861158854589
topk,sparse,-,16384,512,10,softmax,0,float32,forward,0.10833087921142578,0.4029040145874023,3.719198233414758,1006.6557642089012,270.6647242313424
topk,sparse,-,16384,512,10,softmax,0,float32,backward_raw,0.02301151990890503,0.1517369556427002,6.593956255100769,4739.013521562257,718.6904702160228
topk,sparse,-,16384,512,22,softmax,0,float32,forward,0.10584351539611817,0.4060611343383789,3.836429022776688,1030.3125665457585,268.56030971219434
topk,sparse,-,16384,512,22,softmax,0,float32,backward_raw,0.02331104040145874,0.15150431632995606,6.499251587264005,4678.122560037082,719.7940404714252
topk,sparse,-,16384,896,16,softmax,0,float32,forward,0.18492639541625977,0.5152214431762695,2.7860892546817486,1031.9826521813025,370.40545289321125
topk,sparse,-,16384,896,16,softmax,0,float32,backward_raw,0.03732575893402099,0.27750656127929685,7.434719861150909,5112.84532318125,687.698449796032
topk,sparse,-,16384,2304,16,softmax,0,float32,forward,0.4877065658569336,0.9486495971679687,1.945123694410648,1006.2066052724709,517.2969761068799
