kernel,output_mode,index_dtype,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,sparse,-,262144,2304,36,softmax,0,float32,forward,177.550625,15.732327880859375,0.08860756125673663,44.22252576131456,499.08298043754604
topk,sparse,-,262144,2304,36,softmax,0,float32,backward_raw,14.1798095703125,11.15821044921875,0.7869083427312092,553.7265538769122,703.6735078383241
topk,sparse,-,4096,256,8,sigmoid,0,float32,forward,0.02216063976287842,0.10498335838317871,4.737379403596358,615.121591518052,129.84427446344816
topk,sparse,-,4096,256,8,sigmoid,0,float32,backward_raw,0.005913280248641968,0.08064191818237304,13.63742538684736,2305.2328702213263,169.0372489549686
topk,sparse,-,4096,384,6,sigmoid,0,float32,forward,0.020985920429229737,0.13879615783691407,6.6137750929234995,974.3309600812439,147.31842954922112
topk,sparse,-,4096,384,6,sigmoid,0,float32,backward_raw,0.007296640276908874,0.08136351585388184,11.15081911210106,2802.280395363303,251.3071342285716
topk,sparse,-,4096,512,10,sigmoid,0,float32,forward,0.05416736125946045,0.1746329689025879,3.223951930501098,503.310025928916,156.1158592866137
topk,sparse,-,4096,512,10,sigmoid,0,float32,backward_raw,0.009027199745178223,0.08146592140197755,9.024495270030073,3020.0922511504427,334.6549763486527
topk,sparse,-,4096,512,22,sigmoid,0,float32,forward,0.20844320297241212,0.17435903549194337,0.8364822311573294,130.79330777510796,156.3611310597078
topk,sparse,-,4096,512,22,sigmoid,0,float32,backward_raw,0.009395840167999268,0.08151328086853027,8.675464823907019,2901.6006565174816,334.4605407795012
topk,sparse,-,4096,896,16,sigmoid,0,float32,forward,0.19940223693847656,0.19980672836303712,1.002028519994414,239.26616236868233,238.7817887359296
topk,sparse,-,4096,896,16,sigmoid,0,float32,backward_raw,0.02026400089263916,0.09592351913452149,4.733691023936217,2354.4317952201923,497.37758195768475
topk,sparse,-,4096,2304,16,sigmoid,0,float32,forward,0.8333376312255859,0.29721023559570314,0.3566504433006312,147.219311120716,412.78319958969024
topk,sparse,-,4096,2304,16,sigmoid,0,float32,backward_raw,0.22655712127685546,0.23403488159179686,1.0330060704902915,541.5119653205668,524.2098578022403
topk,sparse,-,4096,2304,36,sigmoid,0,float32,forward,3.896836242675781,0.3169001579284668,0.08132242111125147,31.482819487369287,387.13578687358387
topk,sparse,-,4096,2304,36,sigmoid,0,float32,backward_raw,0.23154560089111328,0.23475040435791017,1.0138409170999712,529.8454884387681,522.6120582648787
topk,sparse,-,16384,256,8,sigmoid,0,float32,forward,0.07088799953460694,0.2890275192260742,4.077241862143019,769.1845214701098,188.65315021214428
topk,sparse,-,16384,256,8,sigmoid,0,float32,backward_raw,0.017001919746398926,0.11004672050476075,6.472605573148237,3207.0467813817795,495.48002657326936
topk,sparse,-,16384,384,6,sigmoid,0,float32,forward,0.06746143817901612,0.4263942337036133,6.32056246076656,1212.3804384804896,191.81527688493907
topk,sparse,-,16384,384,6,sigmoid,0,float32,backward_raw,0.023735039234161377,0.15550047874450684,6.551515555141702,3445.915011687986,525.9721941717124
topk,sparse,-,16384,512,10,sigmoid,0,float32,forward,0.1798646354675293,0.4452009582519531,2.475200069734245,606.2998638756143,244.94984114181563
topk,sparse,-,16384,512,10,sigmoid,0,float32,backward_raw,0.04384992122650146,0.2044041633605957,4.661448815489787,2486.9350035249913,533.5111683005115
topk,sparse,-,16384,512,22,sigmoid,0,float32,forward,0.6962521362304688,0.4505055999755859,0.6470437597716218,156.62702967119134,242.06559031876583
topk,sparse,-,16384,512,22,sigmoid,0,float32,backward_raw,0.044824318885803224,0.20402816772460938,4.551729346839652,2432.8736433860004,534.494355442111
topk,sparse,-,16384,896,16,sigmoid,0,float32,forward,0.6713382720947265,0.5842361450195312,0.8702559786984629,284.26925729190685,326.65016299808036
topk,sparse,-,16384,896,16,sigmoid,0,float32,backward_raw,0.10932448387145996,0.3658102416992188,3.3460962150923677,1745.6367068184306,521.6935182392067
topk,sparse,-,16384,2304,16,sigmoid,0,float32,forward,2.2038502502441406,1.1059830474853516,0.5018412877022074,222.6710131260674,443.7080379448579
topk,sparse,-,16384,2304,16,sigmoid,0,float32,backward_raw,0.8927305603027343,0.934677734375,1.0469874964939487,549.6995284149197,525.0296973514016
topk,sparse,-,16384,2304,36,sigmoid,0,float32,forward,11.939794921875,1.1914067077636719,0.0997845202165814,41.10066975278803,411.89424635784593
topk,sparse,-,16384,2304,36,sigmoid,0,float32,backward_raw,0.9135100555419922,0.9346918487548828,1.0231872578570833,537.1955842443838,525.0217691035967
topk,sparse,-,65536,256,8,sigmoid,0,float32,forward,0.2585536003112793,1.0702521514892578,4.139382125024575,843.5535522901993,203.7873109589251
topk,sparse,-,65536,256,8,sigmoid,0,float32,backward_raw,0.0748095989227295,0.4327628707885742,5.784857518559525,2915.4521764684027,503.9799454203971
topk,sparse,-,65536,384,6,sigmoid,0,float32,forward,0.24361663818359375,1.6556781005859376,6.79624393855312,1342.9120212776672,197.59620658400985
topk,sparse,-,65536,384,6,sigmoid,0,float32,backward_raw,0.10296544075012207,0.6469760131835938,6.283428774453401,3177.33512930757,505.6689975106732
topk,sparse,-,65536,512,10,sigmoid,0,float32,forward,0.6538690948486328,2.081269073486328,3.1830057268085605,667.1176531152306,209.58732417491308
topk,sparse,-,65536,512,10,sigmoid,0,float32,backward_raw,0.15371135711669923,0.8428102111816407,5.483070522510387,2837.8359555359775,517.5632784377709
topk,sparse,-,65536,512,22,sigmoid,0,float32,forward,2.5773001098632813,2.1209036254882814,0.8229168257788921,169.24983409213434,205.67064469965007
topk,sparse,-,65536,512,22,sigmoid,0,float32,backward_raw,0.1563417625427246,0.8433219146728516,5.394092409840852,2790.0901774776557,517.2492359210389
topk,sparse,-,65536,896,16,sigmoid,0,float32,forward,2.469105224609375,2.6582156372070314,1.0765906656033968,309.165976561719,287.17133302325334
topk,sparse,-,65536,896,16,sigmoid,0,float32,backward_raw,0.4259056091308594,1.4340531921386719,3.3670681047500817,1792.3298299775545,532.3117246868367
