model,format,ab_dtype,sf_dtype,sf_vec_size,direction,activation,ep,total_experts,local_experts,hidden_size,expert_intermediate_size,local_tokens,expert_tokens,min_expert_tokens,max_expert_tokens,padded_expert_tokens,padded_tokens,padding_ratio,median_tflops,mean_tflops,min_tflops,p25_tflops,p75_tflops,situ_throughput_retention,samples,seed,jitter,dynamic_sched,vector_f32,mma_tiler_m
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,situglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,2492.25093781064,2505.5800136691396,2396.178723279379,2464.2526933172767,2552.911740330689,0.9487626568757367,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dswiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,1841.6213027377871,1774.5791773806422,1462.383658827917,1713.2529658533324,1872.7046825088128,0.9010706731842053,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dsituglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,1659.430947008311,1645.8430555484576,1542.188227658875,1599.1881525357596,1682.6715183094702,0.9010706731842053,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,swiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,2539.0322063784397,2556.677064851087,2490.0243453384674,2530.6571747862977,2550.865235103312,0.9922246952302797,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,situglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,2519.290457153712,2535.2740638177947,2438.0801862313165,2509.273812595897,2593.0430848311416,0.9922246952302797,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dswiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,1767.6571785807446,1787.1268466234155,1556.150477266554,1756.1687277956703,1814.2744798808592,0.96533094204715,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dsituglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,1706.3741694157575,1694.6112591151245,1556.8047476727697,1696.5618043103254,1717.4703967648088,0.96533094204715,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,swiglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,5410.835848228788,5427.646821179615,5058.719693900028,5198.348613182,5761.397914288502,0.9090760837999369,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,situglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,4918.861462992136,5015.716064835272,4553.568507789031,4621.243878676648,5494.252194523382,0.9090760837999369,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dswiglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,3032.1857781918434,3002.532219710161,2816.601620199689,2934.5250670138444,3039.4463634114636,0.9207013546685855,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dsituglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,2791.737553588049,2767.6202756075936,2596.40662551818,2720.5096955944946,2812.1568088322565,0.9207013546685855,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,swiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,5501.787713064751,5614.467705756296,5258.984767621703,5387.369989458016,6091.337409406412,0.8899009388648291,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,situglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,4896.046051291303,4943.598543763206,4601.794078361591,4855.728313457645,4979.334329115998,0.8899009388648291,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dswiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,3081.09591196396,3087.0412936188527,2989.8846372380276,3065.1062232992035,3112.041372963991,0.9342744962365487,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dsituglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,2878.5893310066185,2873.070679316751,2757.336001312545,2847.064856181915,2908.221981251868,0.9342744962365487,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,swiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,5337.655570851492,5452.184318512579,5074.336505574305,5219.803481589967,5651.014144235209,0.9067411690540365,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,situglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,4839.872052321672,4825.224840378461,4442.894448210801,4698.410995918316,4966.35002496734,0.9067411690540365,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dswiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,3195.0552305089363,3163.9142146806703,2936.487929101674,3166.8107670103177,3214.2709817834234,0.9372521386765472,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dsituglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,2994.572347984189,2989.659778411471,2866.8919442149354,2977.0557352290857,3014.947769986011,0.9372521386765472,120,1234,0.1,True,False,256
