model,format,ab_dtype,sf_dtype,sf_vec_size,direction,activation,ep,total_experts,local_experts,hidden_size,expert_intermediate_size,local_tokens,expert_tokens,min_expert_tokens,max_expert_tokens,padded_expert_tokens,padded_tokens,padding_ratio,median_tflops,mean_tflops,min_tflops,p25_tflops,p75_tflops,situ_throughput_retention,samples,seed,jitter,dynamic_sched,vector_f32,mma_tiler_m
kimi-k3,mxfp4,torch.float4_e2m1fn_x2,torch.float8_e8m0fnu,32,backward,dswiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,3213.8723584146255,3190.3527770509477,2965.7179024737593,3166.8107670103177,3243.4010974840935,0.9377306616668212,120,1234,0.1,True,False,256
kimi-k3,mxfp4,torch.float4_e2m1fn_x2,torch.float8_e8m0fnu,32,backward,dsituglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,3013.7466531688538,3011.9027833217056,2858.176072443961,2996.27772221491,3034.3087651359415,0.9377306616668212,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,swiglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,2597.1710970947406,2732.5937673447156,2543.453786395205,2584.0972708148433,3059.1140157703444,0.9858658575584325,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,situglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,2560.4623108632813,2560.851066691094,2478.947086204631,2539.2020375748016,2572.6183131841285,0.9858658575584325,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dswiglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,1762.2107376086553,1694.8111508011848,1485.8021092157596,1670.9446131934453,1786.124392146232,0.8853979026180547,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dsituglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,1560.2576910497187,1567.4164929524422,1371.2052486355276,1539.1609218121098,1611.2639144185507,0.8853979026180547,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,swiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,2619.154010631394,2661.4717841794386,2494.5674587917133,2587.1840609764567,2654.6985112351126,0.9789811755697324,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,situglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,2564.1024723261016,2536.0717268536455,2413.7995352815783,2466.1506550222302,2601.4190005748833,0.9789811755697324,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dswiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,1768.5212975340455,1751.5924579961018,1468.1717255705505,1710.9721736721744,1841.3398125386102,0.9424029808590699,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dsituglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,1666.6597425088346,1651.2110899094776,1528.1899372285673,1631.8182402965501,1682.361332232788,0.9424029808590699,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,swiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,2540.294257772391,2557.9494102019485,2481.5108526044637,2528.2768849351883,2553.4317613371254,0.9928173236792222,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,forward,situglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,2522.0481463592814,2536.3351503699814,2420.2910072871414,2512.1920634501057,2592.4131823899233,0.9928173236792222,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dswiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,1768.4584854179857,1793.7405579899414,1617.1909194137602,1758.040456230749,1820.5182764880312,0.9635976782134806,120,1234,0.1,True,False,256
kimi-k3,mxfp8,torch.float8_e4m3fn,torch.float8_e8m0fnu,32,backward,dsituglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,1704.0824905656996,1692.1018992663135,1560.513530525828,1695.008666023736,1714.3709226593414,0.9635976782134806,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,swiglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,5396.1836600984625,5466.601431110453,5017.901354239137,5290.05269064645,5676.339225045902,0.9290949386371872,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,situglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,5013.566926554173,5112.914775837173,4574.023270645474,4712.432574334535,5498.816763732296,0.9290949386371872,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dswiglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,3038.0512435009414,3009.20236817383,2822.0917789204955,2939.1792806887133,3050.0515375120985,0.9263759015221709,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dsituglu,64,896,14,3584,3072,65536,"[4856, 4976, 4690, 4741, 4683, 4905, 4492, 4569, 4868, 4441, 4349, 4563, 4996, 4407]",4349,4996,"[4864, 5120, 4864, 4864, 4864, 5120, 4608, 4608, 5120, 4608, 4352, 4608, 5120, 4608]",67328,1.02734375,2814.377459568737,2787.454853534106,2488.7345031264294,2791.653422084763,2824.8448922306598,0.9263759015221709,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,swiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,5458.781077343463,5602.108731141155,5268.701490948085,5354.964677626611,6050.343382322094,0.89942134215034,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,situglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,4909.744203089136,4947.885241206001,4571.936161317648,4786.073435124221,4997.331678904897,0.89942134215034,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dswiglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,3079.5367777112488,3084.6476391931506,2955.5070468037193,3061.917903645849,3111.510866882716,0.9420431474555897,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dsituglu,64,896,14,3584,3072,131072,"[10062, 9089, 9959, 9049, 8531, 10191, 9644, 9115, 9812, 9832, 8788, 8663, 8642, 9695]",8531,10191,"[10240, 9216, 9984, 9216, 8704, 10240, 9728, 9216, 9984, 9984, 8960, 8704, 8704, 9728]",132608,1.01171875,2901.0565187803495,2893.1157571865406,2722.131180550802,2855.9757295036597,2935.63505879708,0.9420431474555897,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,swiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,5410.193874946198,5481.463179072406,5056.730161262641,5293.2767382517995,5552.785479525971,0.892851442381342,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,forward,situglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,4830.4994048084145,4803.856494331413,4434.316860307407,4696.708386318155,4963.9043352616545,0.892851442381342,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dswiglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,3193.0593844543673,3167.3292822053545,2939.723168352856,3142.1871296369395,3215.3531506737995,0.9387985832046438,120,1234,0.1,True,False,256
kimi-k3,nvfp4,torch.float4_e2m1fn_x2,torch.float8_e4m3fn,16,backward,dsituglu,64,896,14,3584,3072,262144,"[18119, 18397, 18763, 18477, 20132, 17311, 19214, 19412, 20397, 17036, 19138, 19076, 18579, 18093]",17036,20397,"[18176, 18432, 18944, 18688, 20224, 17408, 19456, 19456, 20480, 17152, 19200, 19200, 18688, 18176]",263680,1.005859375,2997.639626214052,2992.589195496419,2891.7937435313956,2974.0790392423364,3021.9274851769464,0.9387985832046438,120,1234,0.1,True,False,256
