kernel,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,128,8,8,pre-softmax,0,float32,forward,0.019847359657287598,0.06475872039794922,3.262838055850465,0.6707189384312925,0.20556304877854817
topk,128,8,8,pre-softmax,0,float32,backward_raw,0.005686079859733581,0.04411680221557617,7.758737707500866,2.3411560035007537,0.3017444450064873
topk,128,256,8,pre-softmax,0,float32,forward,0.019245439767837526,0.06498464107513428,3.376625416673248,22.134282465807473,6.555148923689269
topk,128,256,8,pre-softmax,0,float32,backward_raw,0.005799999833106995,0.04408160209655762,7.600276442239758,73.44551935474887,9.663532624492918
topk,128,256,22,pre-softmax,0,float32,forward,0.019646719694137574,0.06468319892883301,3.2923154570243076,21.682194617308568,6.585697786355377
topk,128,256,22,pre-softmax,0,float32,backward_raw,0.005932160019874573,0.04425280094146729,7.459812411197052,71.80925642140834,9.626147745166335
topk,128,256,36,pre-softmax,0,float32,forward,0.018820799589157104,0.06121823787689209,3.2526905983399703,22.633682377948205,6.958449226464834
topk,128,256,36,pre-softmax,0,float32,backward_raw,0.005795519948005676,0.04124608039855957,7.116890420289719,73.50229208452424,10.32786620895198
topk,128,512,8,pre-softmax,0,float32,forward,0.030910720825195314,0.05986688137054443,1.9367675606499273,27.56221716141803,14.231040276288443
topk,128,512,8,pre-softmax,0,float32,backward_raw,0.006138240098953247,0.040841598510742184,6.653633264965783,138.79678641851856,20.86030006332673
topk,128,512,22,pre-softmax,0,float32,forward,0.022001280784606933,0.060143041610717776,2.7336154744589463,38.7235637934349,14.16569526886341
topk,128,512,22,pre-softmax,0,float32,backward_raw,0.006078400015830994,0.041039037704467776,6.751618451826623,140.16320047727646,20.759940964874264
topk,128,512,36,pre-softmax,0,float32,forward,0.022441279888153077,0.056518721580505374,2.5185159608629113,37.964323079886384,15.074084766522102
topk,128,512,36,pre-softmax,0,float32,backward_raw,0.0062143999338150025,0.040918397903442386,6.58444875438242,137.0957790090248,20.821147543714698
topk,128,2304,8,pre-softmax,0,float32,forward,0.11480992317199706,0.06357632160186767,0.553752845097055,33.39307173175693,60.30320571247666
topk,128,2304,8,pre-softmax,0,float32,backward_raw,0.0144159996509552,0.04074463844299316,2.8263484620918007,265.94451254346205,94.0947360562309
topk,128,2304,22,pre-softmax,0,float32,forward,0.05056863784790039,0.06552000045776367,1.2956647290922443,75.81489561833594,58.514285305468356
topk,128,2304,22,pre-softmax,0,float32,backward_raw,0.014412800073623657,0.040983362197875975,2.843539214345874,266.00355103906566,93.54664415987557
topk,128,2304,36,pre-softmax,0,float32,forward,0.05091584205627441,0.06584320068359376,1.2931770942886691,75.29790032270613,58.2270600486663
topk,128,2304,36,pre-softmax,0,float32,backward_raw,0.014415040016174316,0.04051743984222412,2.8107753982480626,265.9622169413504,94.62236545371887
topk,8192,8,8,pre-softmax,0,float32,forward,0.018232640027999878,0.06404607772827148,3.512715527203733,46.72762686542553,13.302422727815552
topk,8192,8,8,pre-softmax,0,float32,backward_raw,0.0073747199773788455,0.040961599349975585,5.554326059243043,115.52547115189724,20.799187861801784
topk,8192,256,8,pre-softmax,0,float32,forward,0.04520256042480469,0.14752896308898925,3.2637302334766294,603.1290206525464,184.7974487799729
topk,8192,256,8,pre-softmax,0,float32,backward_raw,0.012343039512634277,0.04078464031219482,3.3042623148413206,2208.7732905735047,668.4618471882962
topk,8192,256,22,pre-softmax,0,float32,forward,0.05881728172302246,0.15571776390075684,2.64748317737719,463.51982276883484,175.07942136502444
topk,8192,256,22,pre-softmax,0,float32,backward_raw,0.01234976053237915,0.04294847965240479,3.4776771209288273,2207.5712260590576,634.7832617277172
topk,8192,256,36,pre-softmax,0,float32,forward,0.06093952178955078,0.18628959655761718,3.05695862204091,447.3775835352017,146.34728135002365
topk,8192,256,36,pre-softmax,0,float32,backward_raw,0.012340480089187622,0.04131584167480469,3.3479930583093327,2209.2313915636914,659.8673751968016
