kernel,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,tokens_per_sec
topk,128,8,8,pre-softmax,0,float32,backward,0.14812031969428063,0.15464287921786307,1.0440355485124861,864162.3260346126
topk,128,256,8,pre-softmax,0,float32,backward,0.14996192038059233,0.15861632019281388,1.0577106494119128,853550.0190658094
topk,128,256,8,pre-softmax,4,float32,backward,0.15078367978334428,0.17710719957947732,1.1745780434192636,848898.2374214415
topk,128,256,32,pre-softmax,0,float32,backward,0.15096896022558212,0.1571337588131428,1.0408348747871685,847856.4057720127
topk,128,256,32,pre-softmax,4,float32,backward,0.1509958401322365,0.1769737595319748,1.172043940925709,847705.4724679991
topk,128,256,36,pre-softmax,0,float32,backward,0.1508563207089901,0.1559798401594162,1.033962908722331,848489.4726215604
topk,128,256,36,pre-softmax,4,float32,backward,0.15062688007950784,0.17937439933419227,1.1908525174225886,849781.9242650162
topk,128,512,8,pre-softmax,0,float32,backward,0.15924255982041358,0.18228384017944335,1.1446929789687799,803805.2147890143
topk,128,512,8,pre-softmax,4,float32,backward,0.17237727969884872,0.2116275204718113,1.2276996181952435,742557.2571026882
topk,128,512,32,pre-softmax,0,float32,backward,0.17259327992796897,0.18194175913929939,1.0541647925992945,741627.9478170889
topk,128,512,32,pre-softmax,4,float32,backward,0.17246848002076148,0.2109712003171444,1.2232449679602209,742164.5971750407
topk,128,512,36,pre-softmax,0,float32,backward,0.172880639731884,0.1820323199033737,1.0529364085283512,740395.2241182808
topk,128,512,36,pre-softmax,4,float32,backward,0.17600032046437264,0.21299904018640517,1.210219615648496,727271.4030421936
topk,128,2304,8,pre-softmax,0,float32,backward,0.1767865599691868,0.18917023956775667,1.0700487616294379,724036.9404908941
topk,128,2304,8,pre-softmax,4,float32,backward,0.17710079967975617,0.21979999974370001,1.2411011138354824,722752.2418388678
topk,128,2304,32,pre-softmax,0,float32,backward,0.1853158400952816,0.1895775993168354,1.0229972743795812,690712.6769853446
topk,128,2304,32,pre-softmax,4,float32,backward,0.18498176023364066,0.21793727904558183,1.1781555044687477,691960.114544969
topk,128,2304,36,pre-softmax,0,float32,backward,0.18004736065864563,0.18862847983837128,1.047660344191297,710924.0564913197
